Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RDVT,"Red Violet, Inc.",6,$61.6M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt
RDFN,Redfin Corporation,16.23,$1.44B,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,8.7,$185.69M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",355.11,$38.37B,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,69.92,$2.26B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,1.89,$16.51M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rgls
RBNC,"Reliant Bancorp, Inc.",23.53,$271.23M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rbnc
RELV,"Reliv&#39; International, Inc.",4.99,$9.21M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv
MARK,"Remark Holdings, Inc.",2.51,$87.32M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark
RRI,"Remora Royalties, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rri
RNST,Renasant Corporation,35.46,$1.75B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",31.21,$1.16B,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/regi
ABAC,"Renmin Tianli Group, Inc.",1.681,$13.5M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/abac
RCII,Rent-A-Center Inc.,14.09,$753.93M,1995,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii
RGEN,Repligen Corporation,63.55,$2.78B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgen
REPL,"Replimune Group, Inc.",13.55,$427.55M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/repl
RBCAA,"Republic Bancorp, Inc.",45.8,$956.83M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",6.71,$394.28M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,1.4,$38.65M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr
RSLS,ReShape Lifesciences Inc.,0.0197,$1.64M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rsls
RESN,Resonant Inc.,3.43,$92.55M,2014,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",16.6,$523.61M,2000,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/recn
HAIR,"Restoration Robotics, Inc.",1.95,$56.88M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hair
TORC,"resTORbio, Inc.",11.73,$329.01M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/torc
ROIC,Retail Opportunity Investments Corp.,17.67,$2.01B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",2.41,$54.85M,2017,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",27.7,$1.13B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",23.01,$849.94M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",3.93,$42.32M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",1.45,$34.1M,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,0.75,$26.64M,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk
RFIL,"RF Industries, Ltd.",8.04,$74.69M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,28.38,$226.67M,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/rgco
RYTM,"Rhythm Pharmaceuticals, Inc.",28.89,$987.32M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,6.75,$702.1M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,2.63,$63.79M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.007,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",7.65,$99.81M,1983,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",2.95,$491.01M,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",17.09,$330.86M,2010,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/rnet
RMNI,"Rimini Street, Inc.",7.25,$456.81M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmni
RIOT,"Riot Blockchain, Inc",2.56,$35.93M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/riot
REDU,RISE Education Cayman Ltd,11.5,$694.7M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/redu
RTTR,"Ritter Pharmaceuticals, Inc.",1.16,$6.42M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,8.42,$190.1M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/rvsb
RIVE,Riverview Financial Corporation,13.95,$126.88M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rive
RCKT,"Rocket Pharmaceuticals, Inc.",16.9,$670.27M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt
RMTI,"Rockwell Medical, Inc.",4.15,$237.84M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",27.41,$203.42M,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",8.3228,$49.51M,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",57.83,$6.13B,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,5.22,$189.75M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,6.5302,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,0.9,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew
ROST,"Ross Stores, Inc.",98.42,$36.75B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",76.65,$5.02B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
RTIX,"RTI Surgical, Inc.",4.57,$289.64M,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",7.81,$21.41M,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn
RUBY,"Rubius Therapeutics, Inc.",18.35,$1.45B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ruby
RMBL,"RumbleOn, Inc.",6.71,$103.59M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",37.1,$1.44B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",37.52,$1.47B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",27.34,$838.67M,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,0.4266,$3.47M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,0.12,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,84.8,$19.22B,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",39.51,$1.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,3.09,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,10.1402,$75.62M,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.7668,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,1.15,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",21.88,$3.9B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbra
SABR,Sabre Corporation,24.17,$6.65B,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",5.47,$15.95M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex
SFET,Safe-T Group Ltd.,8,$10.92M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sfet
SAFT,"Safety Insurance Group, Inc.",83.9,$1.28B,2002,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft
SGA,"Saga Communications, Inc.",34.9,$206.83M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sga
SAGE,"Sage Therapeutics, Inc.",137.55,$6.42B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",64.2,$1.65B,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",3.14,$82.21M,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",39.47,$110.71M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",102.18,$2.33B,1987,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",35.57,$1.26B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",13.96,$1.42B,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,25.7,$1.75B,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.5073,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,11.66,$580.42M,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",141.99,$9.47B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",9.31,$326.73M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",17.97,$116.86M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",18.83,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
SBBX,SB One Bancorp,23.81,$188.8M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbbx
SBAC,SBA Communications Corporation,163.83,$18.81B,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",40.65,$1.04B,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.8,$11.18M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",27.21,$726.57M,1993,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
SRRK,Scholar Rock Holding Corporation,23.43,$591.46M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/srrk
SCHL,Scholastic Corporation,44.39,$1.56B,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
SGMS,Scientific Games Corp,22.88,$2.09B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,4.56,$84.68M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
SCYX,"SCYNEXIS, Inc.",1,$47.01M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",1.66,$59.34M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,26.7,$1.37B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,42.98,$12.37B,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,0.9151,$34.95M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.08,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.55,$57.89M,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,17.37,$256.09M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",58.14,$9.31B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",1.64,$115.31M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.465,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,9.74,$492.46M,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,16.58,$1.36B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.8,$96.62M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,54.27,$8.44B,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",12.26,$236.57M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SIR,Select Income REIT,19.36,$1.73B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sir
SIC,"Select Interior Concepts, Inc.",9.15,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sic
SELB,"Selecta Biosciences, Inc.",5.5,$123.18M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",63.9,$3.76B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",1.66,$32.49M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,4.1,$14.58M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,47.02,$3.11B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,31.96,$311.43M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,32.25,$314.26M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",0.8112,$19M,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,16.31,$3.88B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,22.02,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,25.3099,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl
AIHS,Senmiao Technology Limited,4.27,$110.51M,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
SNMX,"Senomyx, Inc.",1.49,$72.98M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/snmx
SRTS,"Sensus Healthcare, Inc.",6.5,$88.07M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",1.25,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,10.04,$100.59M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,10.41,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,1.1,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",1.3,$83.36M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",7.09,$289.24M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",1.32,$121.23M,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",36.51,$1.94B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs
SESN,"Sesen Bio, Inc.",1.58,$121.68M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn
SSC,"Seven Stars Cloud Group, Inc.",3.12,$228.2M,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ssc
SVBI,Severn Bancorp Inc,8.41,$106.76M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",4.2,$17.89M,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",0.9743,$24.21M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
SEII,Sharing Economy International Inc.,2.7306,$20.15M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/seii
SMED,Sharps Compliance Corp.,3.9,$62.72M,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",12.34,$105.05M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,38.04,$1.89B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",3.46,$99.83M,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",8.92,$208.72M,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",0.788,$18.02M,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht
SHPG,Shire plc,180.94,$55.17B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",40.56,$652.57M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,16.53,$210.73M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",42.11,$453.62M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",53.02,$1.77B,2006,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",13.38,$161M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi
SIBN,"SI-BONE, Inc.",18.85,$1.27B,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn
SIEB,Siebert Financial Corp.,13.81,$375.04M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",9.63,$200.3M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",22,$625.41M,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,26.99,$411.95M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",1.8,$133.82M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",18.5,$666.89M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.26,$225.14M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SIGA,SIGA Technologies Inc.,4.85,$383.93M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga
SGLB,"Sigma Labs, Inc.",1.79,$14.77M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",0.5,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",4.15,$17.55M,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,111.17,$6.15B,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,80.39,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbnyw
SLGN,Silgan Holdings Inc.,24.44,$2.7B,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn
